Relatório de termos de pesquisa
19 de julho de 2026 - 17 de agosto de 2026
Termo de pesquisa,Tipo de corresp.,Adicionada/excluída,Grupo de anúncios,Cliques,Impr.,CTR,Código da moeda,CPC méd.,Custo,Taxa de conv.,Conversões,Custo / conv.
quality cleaners dr phillips,Correspondência de frase (variação aproximada),Nenhum,Hotel Guest Laundry,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
professional laundry service,Correspondência de frase (variação aproximada),Nenhum,Hotel Guest Laundry,1,2,"50,00%",BRL,"16,30","16,30","0,00%","0,00","0,00"
laundry near me now,Correspondência exata (variante aproximada),Nenhum,Hotel Guest Laundry,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
overnight dry cleaners near me,Correspondência de frase (variação aproximada),Nenhum,Hotel Guest Laundry,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
laundry near me delivery,Correspondência exata (variante aproximada),Nenhum,Hotel Guest Laundry,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
comforter cleaning service,Correspondência de frase (variação aproximada),Nenhum,Hotel Guest Laundry,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
24 hr laundry near me,Correspondência de frase (variação aproximada),Nenhum,Hotel Guest Laundry,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
dry cleaning near me,Correspondência de frase (variação aproximada),Nenhum,Hotel Guest Laundry,1,11,"9,09%",BRL,"11,47","11,47","0,00%","0,00","0,00"
clothes cleaners near me open now,Correspondência de frase (variação aproximada),Nenhum,Hotel Guest Laundry,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
vacation rental laundry service,Correspondência de frase (variação aproximada),Nenhum,Hotel Guest Laundry,1,1,"100,00%",BRL,"10,47","10,47","0,00%","0,00","0,00"
laundry in my area,Correspondência exata (variante aproximada),Nenhum,Hotel Guest Laundry,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
washing service near me,Correspondência de frase (variação aproximada),Nenhum,Hotel Guest Laundry,1,6,"16,67%",BRL,"8,48","8,48","100,00%","1,00","8,48"
outsource laundry,Correspondência de frase (variação aproximada),Nenhum,Hotel Guest Laundry,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
dry cleaners 32835,Correspondência de frase (variação aproximada),Nenhum,Hotel Guest Laundry,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
laundry self service near me,Correspondência de frase,Nenhum,Hotel Guest Laundry,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
dry cleaning laundry near me,Correspondência de frase (variação aproximada),Nenhum,Hotel Guest Laundry,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
caribe royale orlando laundry,Correspondência de frase (variação aproximada),Nenhum,Hotel Guest Laundry,1,3,"33,33%",BRL,"9,24","9,24","0,00%","0,00","0,00"
laundry mat near me,Correspondência de frase (variação aproximada),Nenhum,Hotel Guest Laundry,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
laundry service oviedo,Correspondência de frase (variação aproximada),Nenhum,Hotel Guest Laundry,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
walk in laundry near me,Correspondência exata (variante aproximada),Nenhum,Hotel Guest Laundry,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
dry cleaning pick up,Correspondência de frase (variação aproximada),Nenhum,Hotel Guest Laundry,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
dry cleaners 32817,Correspondência de frase (variação aproximada),Nenhum,Hotel Guest Laundry,0,4,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
same day cleaners near me,Correspondência de frase (variação aproximada),Nenhum,Hotel Guest Laundry,0,3,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
pick up and delivery laundry service,Correspondência exata (variante aproximada),Nenhum,Hotel Guest Laundry,0,3,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
wash dry and fold,Correspondência exata (variante aproximada),Nenhum,Hotel Guest Laundry,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
dry cleaners same day service,Correspondência de frase (variação aproximada),Nenhum,Hotel Guest Laundry,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
crown linen haines city,Correspondência de frase (variação aproximada),Nenhum,Hotel Guest Laundry,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
disney world laundry,Correspondência de frase (variação aproximada),Nenhum,Hotel Guest Laundry,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
24 hour laundry near me,Correspondência de frase (variação aproximada),Nenhum,Hotel Guest Laundry,0,7,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
wash and dry laundry near me,Correspondência exata (variante aproximada),Nenhum,Hotel Guest Laundry,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
she loves to do laundry orlando,Correspondência de frase (variação aproximada),Nenhum,Hotel Guest Laundry,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
laundry wash and fold service,Correspondência exata (variante aproximada),Nenhum,Hotel Guest Laundry,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
dry cleaners dr phillips,Correspondência de frase (variação aproximada),Nenhum,Hotel Guest Laundry,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
laundry service price list near me,Correspondência de frase,Nenhum,Hotel Guest Laundry,2,1,"200,00%",BRL,"10,94","21,88","0,00%","0,00","0,00"
laundry mobile service near me,Correspondência exata (variante aproximada),Nenhum,Hotel Guest Laundry,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
drop off laundry near me,Correspondência exata (variante aproximada),Nenhum,Hotel Guest Laundry,0,8,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
laundry cerca de mi,Correspondência de frase (variação aproximada),Nenhum,Hotel Guest Laundry,1,24,"4,17%",BRL,"10,49","10,49","0,00%","0,00","0,00"
laundry near me 24 hours,Correspondência de frase (variação aproximada),Nenhum,Hotel Guest Laundry,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
nearest laundromat,Correspondência exata (variante aproximada),Excluído,Hotel Guest Laundry,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
freshfold laundry,Correspondência de frase (variação aproximada),Nenhum,Hotel Guest Laundry,0,5,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
wash laundry near me,Correspondência exata (variante aproximada),Nenhum,Hotel Guest Laundry,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
personal laundry service,Correspondência exata (variante aproximada),Nenhum,Hotel Guest Laundry,1,4,"25,00%",BRL,"16,55","16,55","0,00%","0,00","0,00"
wash and fold delivery service,Correspondência exata (variante aproximada),Nenhum,Hotel Guest Laundry,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
crown linen laundry,Correspondência de frase (variação aproximada),Nenhum,Hotel Guest Laundry,2,1,"200,00%",BRL,"9,41","18,82","0,00%","0,00","0,00"
nearest laundry room,Correspondência exata (variante aproximada),Nenhum,Hotel Guest Laundry,1,2,"50,00%",BRL,"11,48","11,48","100,00%","1,00","11,48"
affordable dry cleaner near me,Correspondência de frase (variação aproximada),Nenhum,Hotel Guest Laundry,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
concierge laundry,Correspondência de frase (variação aproximada),Nenhum,Hotel Guest Laundry,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
best place to do laundry near me,Correspondência exata (variante aproximada),Nenhum,Hotel Guest Laundry,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
laundry delivery near me,Correspondência exata,Adicionado,Hotel Guest Laundry,1,1,"100,00%",BRL,"10,37","10,37","100,00%","1,00","10,37"
laundry closest to me,Correspondência exata (variante aproximada),Nenhum,Hotel Guest Laundry,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
fluff and fold near me,Correspondência de frase (variação aproximada),Nenhum,Hotel Guest Laundry,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
pick up wash and fold laundry service,Correspondência exata (variante aproximada),Nenhum,Hotel Guest Laundry,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
clothes washing near me,Correspondência exata (variante aproximada),Nenhum,Hotel Guest Laundry,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
laundry orlando florida,Correspondência exata (variante aproximada),Nenhum,Hotel Guest Laundry,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
laundry service disney world,Correspondência de frase (variação aproximada),Nenhum,Hotel Guest Laundry,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
where i can wash my clothes near me,Correspondência exata (variante aproximada),Nenhum,Hotel Guest Laundry,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
washing clothes near me,Correspondência exata (variante aproximada),Nenhum,Hotel Guest Laundry,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
seven star laundry,Correspondência de frase (variação aproximada),Nenhum,Hotel Guest Laundry,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
towel washing service,Correspondência de frase (variação aproximada),Nenhum,Hotel Guest Laundry,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
Total: Termos de pesquisa,,,,111,1.875,"5,92%",BRL,"13,32","1478,39","22,07%","24,50","60,34"
Total: Outros termos de pesquisa,,,,52,1.122,"4,63%",BRL,"12,36","642,62","25,96%","13,50","47,60"
Total: Campanha,,,,163,2.997,"5,44%",BRL,"13,01","2121,01","23,31%","38,00","55,82"
